,Season,Date,Time,Home,Away,Home_goals,Away_goals,Result,AvgCH,AvgCD,AvgCA
565,2015/2016,2015-08-22,15:00:00,SK Rapid,Grodig,3,0,H,1.29,5.54,8.96
566,2015/2016,2015-08-22,17:30:00,Mattersburg,Wolfsberger AC,1,0,H,2.1,3.38,3.34
567,2015/2016,2015-08-22,17:30:00,Ried,Sturm Graz,1,0,H,3.85,3.56,1.89
568,2015/2016,2015-08-23,15:30:00,Salzburg,Austria Vienna,2,2,D,1.81,3.75,3.97
569,2015/2016,2015-08-23,18:00:00,Altach,Admira,1,2,A,2.1,3.39,3.33
570,2015/2016,2015-08-29,15:00:00,Admira,Austria Vienna,0,1,A,3.93,3.61,1.86
571,2015/2016,2015-08-29,17:30:00,Grodig,Ried,4,1,H,2.34,3.38,2.88
572,2015/2016,2015-08-29,17:30:00,SK Rapid,Mattersburg,2,4,A,1.24,6.04,10.56
573,2015/2016,2015-08-30,15:30:00,Sturm Graz,Salzburg,2,3,A,2.53,3.38,2.63
574,2015/2016,2015-08-30,18:00:00,Wolfsberger AC,Altach,0,2,A,2.01,3.42,3.57
575,2015/2016,2015-09-12,15:00:00,Altach,SK Rapid,2,0,H,4.67,3.81,1.68
576,2015/2016,2015-09-12,17:30:00,Admira,Wolfsberger AC,1,0,H,2.09,3.38,3.37
577,2015/2016,2015-09-12,17:30:00,Austria Vienna,Ried,1,1,D,1.38,4.64,7.67
578,2015/2016,2015-09-12,17:30:00,Salzburg,Grodig,4,2,H,1.18,7.11,12.45
579,2015/2016,2015-09-13,15:30:00,Mattersburg,Sturm Graz,2,0,H,2.95,3.37,2.3
580,2015/2016,2015-09-19,15:00:00,Sturm Graz,Austria Vienna,2,0,H,2.19,3.38,3.14
581,2015/2016,2015-09-19,17:30:00,Wolfsberger AC,Salzburg,1,1,D,6.38,4.48,1.45
582,2015/2016,2015-09-19,17:30:00,Grodig,Mattersburg,1,1,D,2.6,3.47,2.5
583,2015/2016,2015-09-19,17:30:00,Ried,Altach,2,0,H,2.09,3.4,3.34
584,2015/2016,2015-09-20,15:30:00,SK Rapid,Admira,2,0,H,1.33,5.12,8.21
585,2015/2016,2015-09-26,15:00:00,Ried,SK Rapid,0,1,A,4.67,3.73,1.7
586,2015/2016,2015-09-26,17:30:00,Altach,Grodig,1,0,H,1.92,3.59,3.72
587,2015/2016,2015-09-26,17:30:00,Austria Vienna,Wolfsberger AC,1,0,H,1.48,4.14,6.48
588,2015/2016,2015-09-26,17:30:00,Salzburg,Mattersburg,4,2,H,1.26,5.89,9.43
589,2015/2016,2015-09-27,15:30:00,Admira,Sturm Graz,0,1,A,3.76,3.53,1.91
590,2015/2016,2015-10-03,15:00:00,Grodig,Sturm Graz,3,0,H,3.95,3.56,1.86
591,2015/2016,2015-10-03,17:30:00,Wolfsberger AC,Ried,1,1,D,2.16,3.31,3.26
592,2015/2016,2015-10-03,17:30:00,Altach,Austria Vienna,1,2,A,2.82,3.29,2.42
593,2015/2016,2015-10-03,17:30:00,Mattersburg,Admira,0,4,A,1.87,3.63,3.82
594,2015/2016,2015-10-04,15:30:00,SK Rapid,Salzburg,1,2,A,2.54,3.48,2.55
595,2015/2016,2015-10-17,15:00:00,Salzburg,Admira,8,0,H,1.18,7.21,12.7
596,2015/2016,2015-10-17,17:30:00,Austria Vienna,Grodig,2,1,H,1.51,4.23,5.96
597,2015/2016,2015-10-17,17:30:00,Ried,Mattersburg,0,1,A,2.16,3.44,3.17
598,2015/2016,2015-10-17,17:30:00,Sturm Graz,Altach,3,1,H,1.58,3.84,5.69
599,2015/2016,2015-10-18,15:30:00,Wolfsberger AC,SK Rapid,2,1,H,4.24,3.55,1.8
